OBJECTID,UNITS,ELEVATION,GlobalID,SHAPElen
52,FEET,1500,{286D7700-D9EF-468D-9065-8039446E3623},229.6354277069908
53,FEET,1500,{79B1216C-474A-4C0F-9EDA-365B50CA2E2D},180.17999457450225
54,FEET,1000,{530E5308-6083-4557-9A05-8054ED26DDD1},134.7682853379501
55,FEET,1000,{7DCABACF-6D9D-4FC8-922F-A9B488991A3B},187.39335139836848
56,FEET,1500,{9A917C4E-6D39-40ED-BCCB-82C9E30116E7},115.00436967537514
57,FEET,2000,{43336F67-22B3-4B60-A237-AF4B99111AC2},149.30550482706346
58,FEET,1500,{C2BCE98C-5966-4FD0-AF89-16C92AB89E68},209.6380700973154
59,FEET,1500,{34496C19-9B9D-4357-AE19-93A729E4CAF7},95.91898465752763
60,FEET,1500,{37AE9CF6-676C-4E2F-BFE5-41EAC476A9E9},59.897531594271605
61,FEET,1000,{CA56A63D-FF4E-4E9B-AD59-32DF38F773D9},398.2156592960309
62,FEET,1500,{178C20B3-9217-45DD-AD57-A107F88FCA3F},287.62261812207953
63,FEET,1500,{CDFD3449-8026-4346-B285-DC4E3CFC026D},85.07033114563443
64,FEET,1500,{643ABB6E-A445-4C92-9FF2-A714956F1078},218.04494735700084
65,FEET,1500,{39179865-957B-46D9-B42F-F3C871522CB6},1995.8984855141648
66,FEET,1000,{D0252CEB-1B77-4DEF-B915-6F9EE03351D8},72.14264215028074
67,FEET,1500,{2E4AA30E-210E-49CE-87AD-61CF1E8408DC},140.72912804781242
68,FEET,1500,{BF690CF8-F8C2-4AB8-A99F-30C6A75B2B9E},217.32937840070664
69,FEET,1000,{EAA3317A-39A7-42D9-97D0-292AC45346DA},193.21627401590044
70,FEET,2000,{D2128454-414A-43F3-96BB-151ECB1DEEF9},414.99978273384926
71,FEET,1000,{5667D4ED-AEF6-48C3-9DEF-351E98E9AE4B},177.3835659781881
72,FEET,1500,{EE300604-FA31-4892-80FF-0338E376B183},199.1982183420815
73,FEET,1000,{CA4E021B-9C30-44AF-9E01-0ABCA9CE9C82},437.3492672667231
74,FEET,1500,{2F7973FF-F526-4166-AA68-FC4B1098CC58},73.13901436115107
75,FEET,1500,{DAE4DC0C-69B6-439C-8AD3-8DD82A137EEE},124.57665871228653
76,FEET,1500,{3922B426-C9EE-40FC-8459-141C25B79417},123.58600188044502
77,FEET,1000,{4D74A7E6-FC60-467E-93F8-D9B4FCDBA462},179.69349261332104
78,FEET,2000,{67928AC2-13E7-418A-9150-A9E5DF884054},284.8541902204375
79,FEET,2000,{A86CBB5D-2E74-4C34-A3D1-42D1559A972A},2039.7010941915185
80,FEET,1000,{536EEB9B-D9C7-4BBB-A23E-260ABE6B82DF},490.5363511148912
81,FEET,1500,{3A99AE3A-CDAF-4B65-A795-D8E982207240},162.44345905865026
82,FEET,1000,{31B88237-6F95-48A6-A9B3-86BC55B635F4},103.35545825408424
83,FEET,1500,{A1F0CCA8-268E-4CE2-A39A-BED9523E3349},49.37419890658308
84,FEET,1000,{BB7741D2-3B3C-460C-AB11-6A9EA5D535B8},193.84814501070852
85,FEET,1500,{2BAB84C6-9EC7-4196-9FD7-72D376EF90CA},158.00029600571344
86,FEET,1500,{F0556B4F-2181-4D91-BF2C-27BAB6490A17},115.6003355271715
87,FEET,1500,{D733F6BC-865C-479A-A8A8-F5BAB573D95D},2759.507751087986
88,FEET,1000,{B4D239CC-8CDA-4714-B3AA-4FC0A68625ED},653.4557159306845
89,FEET,1500,{B1AD8E9F-5DE5-4905-AE70-41F458C14F5C},2325.029297070679
90,FEET,1000,{B16495EE-CACA-4361-BE89-1D980F6D3ADC},140.54715672624434
91,FEET,500,{EB3BC22B-EA28-41AD-B376-4E0C8614C4D0},154.01451151118488
92,FEET,1000,{61987591-D888-4217-BBDF-16A61B4F5BC2},133.56617511250073
93,FEET,1500,{5DB14324-9BD2-4477-8C1D-AF6781941FC5},58.56590632501452
94,FEET,1000,{B420C29B-ACC1-4B54-8E47-8ADE7CE69CCC},163.03941500155042
95,FEET,1000,{F1BC48E5-0959-4E96-9CE9-55FFE8C5D937},124.38093797882526
96,FEET,1000,{F288E80E-25B8-48C8-8F1A-EB2E945AB01E},983.8072854997056
97,FEET,1000,{139AEEB8-458B-4238-819E-C4899A5FA331},171.48779462800036
98,FEET,1000,{5BBC8E2E-4607-4751-95CE-140EE181974E},149.27638236784975
99,FEET,1000,{C6F5B265-6861-4851-81ED-91654FAF8E8F},96.29817314996832
100,FEET,1500,{66D8BB19-34B3-4293-BFCA-D8045916E335},3448.936668001477
101,FEET,1500,{CA2184A3-8A34-4F62-AB58-3CF550B452D7},259.96923468827373
102,FEET,1000,{E97BC6C8-FE2C-4CA1-8BF9-2A37590BBA21},132.11891609381968
103,FEET,1500,{652F9B91-C812-412B-8DE2-14394F9E1642},126.91230284054896
104,FEET,1500,{58922DEE-F51A-401E-A533-1EC8F945C52D},135.9013462800461
105,FEET,1000,{559AA3A2-D5C9-4F5A-ADBF-5BD260C9F847},90.77619770322323
106,FEET,1000,{A46D90F9-E654-4055-99E7-8A3C05EFDA3C},147.6830050497523
107,FEET,1500,{4142D0D6-DA8F-4719-A441-81E1CA20284D},186.72333089788137
108,FEET,1500,{56187061-FF9D-434A-9771-2005D6599C82},3944.7928661827455
109,FEET,1000,{1E42F342-6E61-436B-91AF-DA0F49367B0C},482.62689051114603
110,FEET,1000,{CC0005F3-B272-4513-B3F2-115360045F89},277.63518555874373
111,FEET,1000,{E4A1DD0C-03FC-4A7F-86EF-B1E7D8668875},112.80675499110912
112,FEET,1000,{AA86B577-8FA9-42C5-A6BD-D856D0E405D4},122.99606068727512
113,FEET,1000,{C5805703-5959-4953-8268-CFEF01501BD1},64.95663286477651
114,FEET,1500,{25F6F62D-4BE3-4DCE-8F5C-4AED16B8B6C6},3528.652975276515
115,FEET,1000,{4B233FF3-DB29-48A5-A5E1-C7DB77FF15B0},524.7699755427228
116,FEET,1000,{8B9D1687-E414-4E9C-BA1A-1BCFF30421EA},349.2432827895943
117,FEET,1000,{60E3BE7C-865B-41E8-AD7D-16B5F7F2DF9E},298.0463228635424
118,FEET,1000,{AC309419-AD0D-4568-AB03-8DCBC25FB2CC},156.06669856382763
119,FEET,1000,{D9CE3AE1-39A1-4895-9AB6-BE4D5F0CB57B},4395.858028090512
120,FEET,1000,{A33DBB52-B8D9-4465-9A47-3B787E5FC376},181.81657807160138
121,FEET,1000,{A780B71B-EA98-4838-8002-AA9DE7E91975},136.73772381074014
122,FEET,1000,{B3C8513C-4315-4E80-B947-5918F59322E4},92.12121426743066
123,FEET,1000,{56D24BFF-4207-403E-A3A7-F213C8623E40},693.0502081677956
124,FEET,1000,{510A94D5-5F74-429D-A1BE-296CA6545657},92.48265052105396
125,FEET,1500,{76E661D7-3D9F-4609-AE84-2D18254006FC},133.55273470372578
126,FEET,1500,{ABB1F05E-06D0-4C18-843B-EDC87BE3A502},252.91091119975863
127,FEET,1000,{0DF14EE5-9090-4ECA-9805-B06091866880},133.22748121641357
128,FEET,1000,{6904A36C-5D00-4E4C-9F2F-FFF30FBA5DB2},187.06926953126427
129,FEET,1000,{75E54D8E-645F-49AB-A6B5-43A42EE5A1E4},272.45374466360346
130,FEET,1000,{AE32AE33-604B-4318-8E0E-0D28E5BCD212},683.361074651196
131,FEET,1000,{33FFEA59-EEC4-4D15-BC0D-582DAB8D629A},113.77274463615576
132,FEET,1000,{73C8FEF7-00D9-41DB-BD32-8CF32613DDE1},1017.215340064538
133,FEET,1000,{D87367D1-967B-4842-9D54-EDA7E2204E32},96.80983013663976
134,FEET,1500,{59EA7879-CE4C-4F40-A9BE-EBDCF162938E},125.6115439066561
135,FEET,1500,{979255AC-48C1-45FA-8F85-2663E9ECB1F7},6059.598146456992
136,FEET,1000,{5B864260-38A8-4E9D-B9E1-BEE21FDE057A},345.66661482227494
137,FEET,1000,{2B317017-BF3F-495C-B4EE-95C487A0C4DF},122.55623552671933
138,FEET,1000,{E579F6F8-1494-45F0-A3B8-75D758A27FD1},93.58077310244977
139,FEET,1000,{D7AEAEC0-7479-4563-A257-D3C4E4DAC458},254.28315567339124
140,FEET,1000,{C024DA3B-D7D3-43FD-BD49-6DAF51896438},174.41049362081196
141,FEET,1000,{B46B6091-B197-4372-9E2F-2BB0662FCFA9},1750.8482822265842
142,FEET,1000,{0A56477F-7264-469C-AEE8-15D509FDE22D},172.02540762861906
143,FEET,1000,{AE9E99A2-8CBA-40D7-86B6-71A951DC5019},94.16287252813682
144,FEET,1000,{39C042A4-26A6-455A-996A-6CA1E7FD86E9},74.4060411271538
145,FEET,1500,{89C36378-EA3D-49E4-9045-7030EDF502F3},3639.9962882378654
146,FEET,1000,{63E418DB-5CC9-4B2E-850B-F20244309C1A},931.7268141433012
147,FEET,1500,{C8C39E24-C255-45FD-B743-97875B24F24F},191.87865776345407
148,FEET,1000,{9DB75EE2-B828-44EF-9CD1-EC9305BEF65A},66.35525397227704
149,FEET,1000,{954D3C2E-E108-45D2-9A2E-040EA510905F},4742.047857399947
150,FEET,1000,{8BA12AAB-E4CF-461B-8EF7-5069C7283840},155.70763602857798
151,FEET,1000,{AF238A4A-57E3-493C-8AE0-311066BC96E9},432.67117343516173
152,FEET,1500,{5F9A774E-1F54-438D-A696-B08A840EC320},262.15057210364523
153,FEET,1000,{3673F686-62D6-4AEC-922D-9BD720643114},7184.755990040136
154,FEET,1000,{95FEEE60-D872-4369-A03F-F1FB167BFF24},143.0311800310487
155,FEET,1000,{5684F843-C768-4DB4-A6BE-3792DFC3250B},121.20331879832
156,FEET,1500,{E052D39D-3F70-4D54-89D1-05E9D10F8FC0},117.92014948882733
157,FEET,1000,{8D64CE1D-71BE-4B4E-8E9B-5A39DB1F50D5},93.15321104053655
158,FEET,1500,{376DAB37-5155-4CDF-825D-7C7F5DED070C},8954.447269836035
159,FEET,500,{CEB6FCB4-CA0F-4618-983B-E04ADEAE2084},411.11341766484014
160,FEET,1000,{72B34020-85ED-4375-8CD0-1175E65ED8FD},142.3836572863975
161,FEET,1000,{9FB56F55-A507-4A52-8E90-B2A5D9A89EE9},105.8007469601372
162,FEET,1500,{C1238246-4C96-430A-8B17-7A48BEB25238},67.15772379036434
163,FEET,1000,{09EF4003-44C5-47E2-AB12-4152AF80935E},7.229084694981936
164,FEET,1500,{F5B2D401-8F94-4F25-BF2A-F7CCFDAB72F1},215.1772894740324
165,FEET,1000,{5D15A3A1-9CEC-41BC-890A-116CF1DB6E01},164.05100876338844
166,FEET,1000,{969593F3-A3EA-43FB-9F76-2B172D473A4C},8250.766481786155
167,FEET,1500,{06060BEB-EE05-4F9C-B793-5E3922DBD82D},56.76786078939164
168,FEET,1500,{C8006DC1-76CB-4965-ADB7-8A2FE9CEF35C},92.69699486535876
169,FEET,1500,{33231DC7-B7C3-4293-92D6-EB3825CDCA93},147.40236640932878
170,FEET,1000,{C47E148C-F2AE-41A0-BE5C-08289E2A5624},268.9786339447099
171,FEET,1000,{332C1018-5E48-44D6-98C0-65A954E847E6},168.44460253577375
172,FEET,1000,{4671E36D-6E57-4394-A59C-AD8AC5E874B9},118.66321690770928
173,FEET,1500,{4AE191F6-0558-40C6-9C41-CFD99345AC06},39.01828254742991
174,FEET,1000,{71A438F9-2AA5-4043-9F39-B1F7D66E196E},93.61570132394762
175,FEET,500,{72FD9651-2DE8-40B8-82BD-591E0061A202},267.2611788684278
176,FEET,1500,{60034752-2D3F-4968-8047-979993470E25},91.76908859353529
177,FEET,500,{24F48211-FA97-4CEE-8551-B01ABF767CB3},342.2642345369737
178,FEET,1000,{DEF279E8-1050-4613-97A8-A011D11FAFAA},1158.233449037029
179,FEET,1000,{8F5F68E5-F4C7-4C17-8A6F-239DC81F39DC},190.3024880775972
180,FEET,1500,{85B00188-5D32-43BE-83FD-7E9D4039DFA5},79.7292303167889
181,FEET,1000,{0D764E89-C6DC-4F77-AEDB-1FA6AEA3685F},102.87874407697628
182,FEET,1000,{49066048-A20C-4CA9-9FBD-B5E5AEDCE1D4},407.6935011820625
183,FEET,1500,{2211162E-4173-4D41-A0DF-B1D0F4452457},5310.933161968332
184,FEET,1500,{F3A3BB48-190B-4BA8-A617-E345E401F965},167.47772453856118
185,FEET,1500,{911F3B3C-8079-4DF4-BB2D-43383C27C837},91.75217335705986
186,FEET,2000,{1A65086F-7BED-4F23-8EF4-E7200C87CB77},127.8394997432672
187,FEET,500,{4AC1A2DF-6C31-4511-9CB5-C2F0137EDB22},158.72712890933613
188,FEET,1000,{28E1E613-4A45-42B4-8F41-209C853451F0},178.88298553739966
189,FEET,1500,{6C38D9E2-4C6F-4B85-893A-959DA99F4322},111.98129181844047
190,FEET,1500,{567EEEE0-BCB8-4D41-AC11-96618A8A0510},272.71567734246764
191,FEET,1500,{836F2256-3A24-4AAA-B291-F61B7AD3E27E},71.80850962098792
192,FEET,1500,{EDC4B953-1F3C-4338-8770-98B9592E14CB},81.58033636239651
193,FEET,1500,{D4DB3915-6A1D-4E8C-AD08-B9EF3042E7B3},6.651667878639943
194,FEET,1500,{C3624876-218D-4619-9E78-B0C90E84F637},297.24688748886507
195,FEET,1000,{D72E82AC-CA6F-4F4F-8A8E-BB7B7F03B4D1},127.18702821071129
196,FEET,1500,{8220F40B-F0A1-4544-959C-DB5DD2FE66B1},264.2526272463331
197,FEET,500,{55498C3C-4315-44BF-8BB5-631779B37AC5},109.83425237574855
198,FEET,2000,{892606A2-0B3D-4C7B-B0EA-D6B8142630AA},310.8395301733933
199,FEET,1500,{7CB546D8-A629-4E12-8B13-D11BF82CF27D},23.85847155867655
200,FEET,1000,{8BCB931A-A23D-486E-B2B5-57BAE266484D},156.6284338763071
201,FEET,1500,{1F3F04C6-26BD-4B0C-B7B1-9F5890B437D5},30.667892087030253
202,FEET,1500,{4A44E934-EFB3-4686-A936-D4C7C3B9D500},80.5323790590521
203,FEET,1000,{5F7AB03E-1D59-4452-8F61-9310C23D1112},10052.335656078141
204,FEET,1500,{F33B8075-4655-4A3A-86C9-342AAE2FBFAE},55.64934592128821
205,FEET,1500,{DD6E081C-6933-4FEA-9370-A33896741FF4},90.93080554126868
206,FEET,500,{7B36540F-6F48-4875-AE71-5BB593755753},237.37449485447257
207,FEET,1500,{AA1C4B8A-DA99-4CD9-8F31-671AD1A8EAEF},116.94592569437816
208,FEET,1500,{958B036F-28E8-42B2-B5D8-5CFECAB99C0B},278.64233795498996
209,FEET,2000,{3A367DB9-5547-47E2-B6DD-8EC02B6F5D35},260.4364809208027
210,FEET,1500,{7D85EC66-812D-404D-A085-D9BFD4AD9EA0},114.13447337595846
211,FEET,1500,{270D2671-277B-4EB0-B42B-E42B0310AD53},110.87462442764766
212,FEET,1500,{8CE6D544-B4B6-428D-959E-334E979DD944},83.20168401714332
213,FEET,1500,{E10A12B2-B17F-4B05-A838-1C4A9B57F9EC},190.87479577781573
214,FEET,1500,{A9E19CDE-347C-4685-BEA4-76D7E854BE36},96.47844124378157
215,FEET,1500,{E71E1E30-E12D-4948-A0EC-2C6EB0BAF63E},106.05187938959978
216,FEET,1000,{F8C08968-C973-4062-8757-9F778D71CB4E},225.90428831992554
217,FEET,500,{5710441F-020D-41B2-8E1F-1258B87AD506},740.7266504103254
218,FEET,1500,{C33C9F8F-EECA-4017-ACF0-168A87249E47},76.52014051341862
219,FEET,1000,{129A8FD4-18E9-4018-9989-2065239FE3CC},417.9840393256116
220,FEET,1000,{0A7FB48F-5504-412A-8E3B-5C74F7BDCBEC},98.24119200967813
221,FEET,1000,{284A9E08-3874-48F1-A35F-A41260A3767F},135.8686323292371
222,FEET,1500,{25B0EBCA-9371-4DBC-9F72-0A8C6F6805F4},12.756922867143066
223,FEET,1000,{8E7E773D-E697-4A76-AC02-9FB572F382CC},120.59014535981277
224,FEET,1000,{8CC07495-5C14-4C0F-939C-38589E527CAE},436.3765217105597
225,FEET,1500,{C327750B-4EB2-4F45-88C0-4793FD48FB3A},82.60431652285979
226,FEET,1000,{AC011F17-23D4-4BB6-85ED-165B13B7636F},407.1654261747291
227,FEET,1500,{C216D424-B2B2-4C6A-AD80-B35E9CEB1E53},76.38608137962595
228,FEET,1000,{9F7DBB84-E946-4297-8088-31F9023356F2},219.68717591413954
229,FEET,1000,{E75DEEC1-A061-4B31-82EE-0F732CAAF55F},727.1156824585303
230,FEET,1000,{B33D2CAC-B7D3-447D-BB03-7FD9DEC764F7},161.1339112027295
231,FEET,1000,{A20C2CDB-6953-4928-A342-FDBF11C4F23C},129.31921083607077
232,FEET,1500,{04C39FF8-CD72-4216-8EE9-B1D2A93E1F4B},164.94569446189357
233,FEET,1500,{C8D3AEA3-ECFC-4793-8EEC-8C69202C8D92},41.5198683246421
234,FEET,1000,{3A5F5730-AB57-4A97-843E-C5DEE72E803A},91.82776433124059
235,FEET,1500,{326612F9-57D1-4A8C-88F0-96DF28415761},41.242266044263836
236,FEET,1500,{45BC89D8-C7A8-417F-A43B-CCC5D5004DBD},87.06827551930658
237,FEET,1000,{1CBE0DEA-8C8D-447C-81FF-302509399208},544.4589158683756
238,FEET,1000,{4524887C-9E5A-4E6D-A0F7-4C74D260E958},380.56620287779776
239,FEET,1500,{763D9669-E0F4-45B9-89F2-1A5E3FB96C48},63.53657136811449
240,FEET,1500,{79E9FAF8-8EDC-4162-A9A2-56A5598E366E},2164.160218173971
241,FEET,1000,{55ADD168-C69F-420E-8644-4FB1031FF6DB},55.54899880499423
242,FEET,1500,{74779E61-680C-4782-943F-948BE0AE4DEC},74.2140785362728
243,FEET,1500,{883AE0EB-27F4-4A03-A956-E980533440F2},92.38150010324158
244,FEET,1500,{1714047B-9D10-4B31-B4C0-7E7476BB5028},128.3607620991179
245,FEET,1000,{EF219439-B967-42F7-98AE-42B306CD0304},489.6456377406937
246,FEET,1500,{DAA8B623-9D87-4CC4-A800-0CE3EB6AC2C3},61.165944204327324
247,FEET,1000,{66157C85-198C-4646-A7ED-0495A48C1863},272.6814782898373
248,FEET,1500,{D0C6B1AA-8AB9-40F1-8AAE-A64E5EF6B7D1},50.64305591404468
249,FEET,500,{775BB276-583F-446F-93E3-3AF88D221AE6},92.76921092827634
250,FEET,1000,{4AD97D07-9850-4585-8508-3F1C48E05AF5},3630.2515623839668
251,FEET,1500,{83065B2B-CCE1-4AF3-B613-CEAD49CDA04E},106.44209665935975
252,FEET,1500,{8242274D-B152-44F8-8341-D73785F51130},129.25302418665947
253,FEET,1500,{1DD391B4-35E7-4155-89DB-DA108DB1C0BD},249.19744686771864
254,FEET,1000,{F92D2E2C-B405-4EB0-9409-595164F51E6C},144.9288560763751
255,FEET,500,{36652D97-32DC-4005-8B53-839776B008B6},280.5454096802187
256,FEET,1000,{27CA36B1-A0B6-4073-AA61-3A9ABC921E61},116.28013873764793
257,FEET,1500,{10B52C9C-698B-4240-A463-972808404A44},11926.655427012818
258,FEET,500,{F8D8F2C1-5A78-4A1B-9126-916F3EC1F837},47.41061181951476
259,FEET,1500,{1E19DA7C-6068-4A30-81B3-8E69AF5ADFA7},69.96221419276776
260,FEET,1500,{05828E9B-8AC2-4EDE-A24D-78BD0059ADAC},238.53045474364302
261,FEET,1000,{34B231EE-400C-4E94-8224-7EED7494DDA1},296.38397227106606
262,FEET,1000,{1D8ECC78-B142-4E49-B6AB-F54C2CAEC60A},204.6714488006853
263,FEET,1000,{7BF0FC2B-4C17-4721-BCE4-CD1B8CE5B85A},245.2878022100381
264,FEET,500,{AFD1D94E-F5FD-4158-9D1A-36A0A6EDDA53},158.58280912443726
265,FEET,500,{900786B6-BA2B-428E-8491-B399A5C14F1A},193.5284240509925
266,FEET,1500,{616A1C43-FC48-4C12-8962-3B8C23BA2657},81.31817994229381
267,FEET,1500,{C1996289-0DA5-4CB5-A32D-0D01D80178AF},225.65095643168289
268,FEET,1000,{02649404-2199-4F0D-B1CF-B11D5006DA64},41.78701753774771
269,FEET,1000,{7D4F9D61-A4DD-44CE-B5F1-F98A4B852C46},649.4910472234152
270,FEET,1500,{E64389AA-4283-4BB4-BC75-247D9C49C426},74.17207050718572
271,FEET,1500,{9167A713-1313-46C7-B05C-E787E1B7B7BA},141.58050625000192
272,FEET,500,{C061D5AA-FA64-4F6E-8361-E640BDD93A37},6.539478355367181
273,FEET,1000,{7319B24A-EC9B-471C-B4FB-72E91EDA0378},246.36387655438432
274,FEET,1000,{8D0B5660-F7F1-4862-8A82-82E8A1D72BF9},87.76129006539837
275,FEET,1000,{B148B7F9-4546-4928-8717-638EA3CD366B},36.776179991508805
276,FEET,1000,{ED48DAFA-B5EB-4C5B-9A68-3E7A8F0BEE11},126.13540244223185
277,FEET,1000,{DD58484A-3CB0-4DDA-9C18-0B844EA64F33},364.34574376498597
278,FEET,500,{3932F463-E276-48D0-A8DC-30B0CF7DFEF6},216.5393025522208
279,FEET,500,{DCA3D295-E740-4D30-B293-F90252948B12},87.35292046845527
280,FEET,1000,{A92513D6-0234-4C28-9F82-83CE4914770B},447.11739461582636
281,FEET,1000,{17C8613F-C231-4BA5-8073-2A11A4325519},256.9272972017193
282,FEET,1000,{4FD75ED8-3A29-4882-8FD4-6964E3B7B221},342.3624898303955
283,FEET,1500,{ECEE86BF-0B23-4A69-ADA9-9FF1FAB13795},238.79992872706023
284,FEET,1000,{DB86B213-FF09-4216-BF3B-490F84452920},474.5079165770594
285,FEET,1000,{EFBDBC95-28B3-4801-B0CC-8B686A7AF15B},129.45939436461242
286,FEET,1500,{7B9899E1-825C-465A-8756-D9DD8EB6D9A0},25.513848227594522
287,FEET,1500,{03695E7D-B649-42AF-B6B0-9A0143F3EAD9},241.6600850680884
288,FEET,1500,{B9103134-8E84-48CB-8A75-30E0A1ADBBAA},187.2030165229687
289,FEET,1000,{5813EA27-564C-47B2-915B-CC00D4296231},105.29781246150098
290,FEET,1000,{3C58A593-7E05-4252-88EF-145D09CF09A4},671.3734739422625
291,FEET,500,{7CA474B0-91B2-40A2-95E4-0B2A8519F871},498.02077650680644
292,FEET,500,{AB5B74D8-2098-486D-A567-062E2E31553C},65.19652691356808
293,FEET,1000,{E83038B4-E255-4765-89EF-38EAA581B03A},291.6974601741238
294,FEET,1000,{54376879-0BA1-43ED-9083-645D0F681B49},159.33921921026052
295,FEET,1500,{9BCAB8C2-E175-4CBE-8734-7EEE8DEAEB19},2984.932379394042
296,FEET,1500,{A8FCB6A1-AE46-42E3-9EB0-7FFEC0EEDB36},356.1745195609869
297,FEET,1000,{369947B1-9B42-4339-9835-2169321957E9},109.24684289073446
298,FEET,500,{B8CBB19C-C092-4C56-BAAE-987CBA3770BE},228.3852603928393
299,FEET,1000,{CE093DE5-F331-41F7-81D3-0984A2E16F93},154.15995746046983
300,FEET,1500,{0EC0E3D1-AFDD-4AF6-AD00-41F822D31287},217.67825703141196
301,FEET,1500,{4BAB7CC3-E045-4942-BA50-1D269924DF29},66.772656362698
302,FEET,1000,{EA5F5F8E-5751-4AA9-AAAF-3A6B882B0CEE},26.208812072750735
